patron_apollo_roman_desc;This character is a patron of Apollo, the god of the sun, knowledge, and healing.;;;;;;;;;;;;x
patron_tinia;Patron of Tinia;;;;;;;;;;;;x
patron_tinia_desc;This character is a patron of Tinia, king of the gods and god of thunder and the sky.;;;;;;;;;;;;x
patron_uni;Patron of Uni;;;;;;;;;;;;x
patron_uni_desc;This character is a patron of Uni, sister-wife of Jupiter and goddess of the family and marriage.;;;;;;;;;;;;x
patron_menrva;Patron of Menrva;;;;;;;;;;;;x
patron_menrva_desc;This character is a patron of Menrva, the goddess of wisdom, defense, and strategic warfare.;;;;;;;;;;;;x
patron_cel;Patron of Cel;;;;;;;;;;;;x
patron_cel_desc;This character is a patron of Cel, goddess of the Earth, and mother of giants.;;;;;;;;;;;;x
patron_aritimi;Patron of Aritimi;;;;;;;;;;;;x
patron_aritimi_desc;This character is a patron of Aritimi, goddess of the hunt and of wild animals.;;;;;;;;;;;;x
patron_pacha;Patron of Pacha;;;;;;;;;;;;x
patron_pacha_desc;This character is a patron of Pacha, the god wine, ecstasy, and music.;;;;;;;;;;;;x
